State,Birthplace,Weight
12,540,34.02
12,517,122.73
12,541,37.76
12,542,82.31
12,6,2420.44
12,700,63.61
12,544,1.43
12,710,14.57
12,200,2879.37
12,210,3464.33
12,250,8106.97
12,260,6656.29
12,520,7.64
12,9,1867.49
12,299,24.45
12,300,6395.97
12,400,26.53
12,401,21.45
12,402,14.36
12,404,27.23
12,405,47.68
12,410,506.3
12,411,80.51
12,413,301.56
12,414,111.22
12,420,37.06
12,421,202.62
12,425,80.43
12,426,41.73
12,430,59.56
12,433,123.33
12,434,359.7
12,436,90.33
12,438,201.68
12,450,48.35
12,451,44.03
12,452,77.05
12,453,938.38
12,454,103.6
12,455,237.02
12,456,124.74
12,457,197.03
12,460,13.46
12,461,12.0
12,462,30.45
12,465,387.45
12,499,30.42
12,500,466.2
12,501,206.73
12,502,217.93
12,509,2.57
12,511,43.16
13,512,25.77
13,1,2352.55
13,2,139.74
13,515,165.61
13,4,155.96
13,5,286.74
13,518,340.94
13,513,51.42
13,8,201.06
13,521,738.86
13,522,71.63
13,11,249.88
13,12,3600.05
13,13,53120.92
13,15,117.4
13,16,42.91
13,17,1398.23
13,18,698.05
13,19,221.47
13,20,232.57
13,21,578.38
13,22,861.6
13,23,155.54
13,24,476.84
13,25,534.25
13,26,1158.09
13,27,196.71
13,28,677.34
13,29,494.08
13,30,36.17
13,517,57.61
13,32,52.24
13,33,75.39
13,34,1043.84
13,35,99.59
13,36,2963.84
13,37,1475.86
13,38,42.1
13,39,1496.95
13,40,260.12
13,41,95.68
13,42,1198.08
13,44,99.79
13,45,1437.2
13,46,50.49
13,47,1904.3
13,48,1257.97
13,49,84.25
13,50,38.06
13,51,966.1
13,53,216.93
13,54,295.29
13,55,298.8
13,56,29.74
13,10,80.45
13,950,8.21
13,524,8.85
13,514,18.53
13,599,19.13
13,600,763.27
13,100,6.06
13,105,18.99
13,110,223.39
13,115,70.54
13,532,18.08
13,534,20.26
13,535,11.84
13,516,4.19
13,536,5.4
13,150,181.25
13,537,20.78
13,160,17.77
13,540,6.7
13,541,8.26
13,542,24.47
13,6,1577.19
13,31,137.96
13,700,23.33
13,544,2.59
13,710,4.01
13,200,2854.34
13,210,839.53
13,250,100.77
13,260,752.9
13,520,10.9
13,9,341.41
13,299,4.84
13,300,627.09
13,400,8.12
13,401,6.33
13,402,2.1
13,404,2.82
13,405,12.36
13,410,125.43
13,411,14.8
13,413,83.7
13,414,16.54
13,420,17.3
13,421,46.0
13,425,25.25
13,426,8.93
13,430,12.31
13,433,12.73
13,434,45.98
13,436,8.69
13,438,32.83
13,450,13.11
13,451,19.69
13,452,13.59
13,453,482.6
13,454,8.34
13,455,33.26
13,456,56.07
13,457,74.1
13,460,0.58
13,461,3.93
13,462,8.69
13,465,155.95
13,499,2.01
13,500,317.68
13,501,118.52
13,502,449.48
13,509,1.89
13,511,30.15
15,512,15.92
15,1,27.93
15,2,40.02
15,515,1132.83
15,4,48.37
15,517,20.33
15,6,867.61
15,513,12.96
15,8,65.66
15,9,31.84
15,522,2.91
15,11,17.98
15,12,80.79
15,13,64.57
15,15,7379.76
15,16,23.08
15,17,125.01
15,18,46.6
15,19,33.55
15,20,38.81
15,21,26.84
15,22,36.4
15,23,17.19
15,24,49.07
15,25,77.48
15,26,99.34
15,27,61.45
15,28,17.39
15,29,43.53
15,30,20.07
15,31,23.9
15,32,30.12
15,33,11.92
15,34,69.97
15,35,20.11
15,36,182.6
15,518,93.97
15,38,15.5
15,39,91.46
15,40,31.77
15,41,73.78
15,42,103.24
15,44,17.51
15,45,29.21
15,46,16.17
15,47,22.93
15,48,161.35
15,49,40.66
15,50,9.44
15,51,70.71
15,53,159.58
15,54,14.43
15,55,50.37
15,56,6.69
15,10,9.66
15,950,70.36
15,514,4.43
15,599,1.73
15,600,14.2
15,100,99.52
15,105,40.37
15,110,17.91
15,115,2.37
15,532,0.57
15,534,3.75
15,535,0.9
15,516,3.02
15,536,0.21
15,150,53.58
15,5,20.89
15,160,0.38
15,540,0.58
15,541,0.08
15,542,1.41
15,700,26.14
15,544,0.5
15,710,146.47
15,200,65.03
15,210,18.14
15,37,50.91
15,250,2.75
15,260,15.67
15,521,10.94
15,299,0.13
15,300,32.71
15,400,1.4
15,401,2.28
15,402,0.27
15,404,2.21
15,405,1.65
15,410,19.7
15,411,1.99
15,413,11.11
15,414,3.52
15,420,0.77
15,421,11.25
15,425,5.08
15,426,5.16
15,433,1.69
15,434,7.21
15,436,1.81
15,438,4.36
15,450,3.6
15,451,3.08
15,452,4.41
15,453,48.09
15,454,2.26
15,455,6.07
15,456,2.68
15,457,2.01
15,460,0.34
15,462,0.36
15,465,10.98
15,499,0.52
15,500,240.43
15,501,283.5
15,502,179.7
15,509,4.6
15,511,3.46
16,512,1.21
16,513,7.59
16,2,60.42
16,515,16.69
16,4,169.93
16,5,42.51
16,6,1693.33
16,1,25.98
16,8,194.5
16,521,17.08
16,522,2.28
16,11,11.32
16,12,79.47
16,13,32.48
16,15,37.47
16,16,7172.13
16,17,161.2
16,18,67.73
16,19,96.0
16,20,110.43
16,21,26.74
16,22,32.05
16,23,15.27
16,24,33.58
16,25,52.64
16,26,134.26
16,27,114.2
16,28,17.68
16,29,105.78
16,30,263.37
16,31,120.2
16,32,160.39
16,33,10.56
16,34,55.87
16,35,61.78
16,36,136.31
16,37,36.9
16,38,85.57
16,39,116.09
16,40,83.24
16,41,537.52
16,42,118.35
16,44,5.58
16,45,19.48
16,46,78.02
16,47,28.72
16,48,239.27
16,49,673.99
16,50,7.51
16,51,48.56
16,53,808.14
16,54,15.24
16,9,24.07
16,56,128.24
16,10,5.81
16,950,4.92
16,524,4.75
16,514,1.29
16,599,5.09
16,600,20.21
16,100,0.78
16,105,4.16
16,110,11.37
16,115,0.56
16,532,0.84
16,534,0.51
16,535,0.78
16,516,2.17
16,536,0.25
16,150,63.89
16,160,0.18
16,540,1.65
16,517,7.75
16,542,1.18
16,700,7.67
16,710,2.2
16,200,500.82
16,518,12.26
16,210,21.43
16,250,1.5
16,260,4.14
16,520,3.93
16,300,30.25
16,55,89.15
16,400,1.33
16,401,0.48
16,402,0.57
16,404,0.9
16,405,2.54
16,410,25.64
16,411,1.54
16,413,13.32
16,414,2.94
16,420,0.9
16,421,5.98
16,425,6.19
16,426,3.1
16,433,1.14
16,434,6.37
16,436,3.71
16,438,8.54
16,450,6.43
16,451,0.31
16,452,1.72
16,453,60.26
16,454,3.48
16,455,2.02
16,456,5.33
16,457,21.67
16,461,0.64
16,465,35.73
16,499,0.68
16,500,23.31
16,501,26.35
16,502,19.64
16,509,0.11
16,511,0.59
17,512,16.11
17,1,458.02
17,2,123.46
17,515,847.32
17,4,183.82
17,5,567.62
17,518,188.51
17,513,41.86
17,8,246.61
17,521,1585.7
17,10,38.68
17,11,95.23
17,12,518.22
17,13,320.66
17,15,72.22
17,16,53.19
17,17,85324.94
17,18,1969.67
17,19,1393.74
17,20,272.99
17,21,549.92
17,22,317.03
17,535,70.7
17,24,188.04
17,25,299.74
17,26,1494.34
17,27,541.36
17,28,1507.81
17,29,2259.02
17,542,38.29
17,517,66.38
17,32,53.25
17,33,41.72
17,34,388.76
17,35,88.46
17,36,1041.76
17,6,1314.91
17,38,93.78
17,39,1096.47
17,40,218.79
17,41,84.89
17,42,719.29
17,44,47.55
17,45,134.93
17,46,106.23
17,47,617.62
17,48,970.74
17,49,84.23
17,50,19.84
17,51,315.61
17,53,196.14
17,54,156.96
17,55,1602.22
17,56,39.69
17,522,60.65
17,950,4.77
17,524,17.01
17,514,16.51
17,599,87.29
17,600,492.59
17,100,2.1
17,105,14.56
17,110,539.13
17,115,5.39
17,532,118.06
17,534,70.48
17,23,101.64
17,516,13.41
17,536,12.51
17,150,207.69
17,537,47.84
17,160,2.09
17,540,18.98
17,541,43.8
17,30,56.46
17,31,227.68
17,700,37.46
17,544,10.55
17,710,0.49
17,200,7101.01
17,210,502.94
17,37,244.07
17,250,89.13
17,260,182.85
17,520,8.42
17,9,158.92
17,299,4.91
17,300,599.7
17,400,6.84
17,401,4.62
17,402,0.96
17,404,8.73
17,405,17.21
17,410,127.14
17,411,20.29
17,413,79.77
17,414,106.18
17,420,15.87
17,421,59.1
17,425,32.08
17,426,14.87
17,430,41.33
17,433,190.47
17,434,252.69
17,436,5.33
17,438,31.65
17,450,31.99
17,451,116.38
17,452,61.65
17,453,402.13
17,454,30.73
17,455,1512.97
17,456,179.19
17,457,271.75
17,460,4.66
17,461,20.25
17,462,138.74
17,465,513.87
17,499,25.24
17,500,730.0
17,501,131.45
17,502,486.58
17,509,16.69
17,511,26.29
18,512,8.13
18,1,268.64
18,514,10.52
18,515,85.42
18,4,115.39
18,5,204.02
18,6,811.54
18,513,6.87
18,8,136.19
18,9,78.85
18,10,24.33
18,11,41.88
18,12,397.97
18,13,196.12
18,15,51.34
18,16,41.28
18,17,3473.67
18,18,44058.95
18,19,224.89
18,20,149.52
18,21,2245.48
18,22,129.37
18,23,41.66
18,24,110.1
