State,Birthplace,Weight
1000,5100,150.25
1000,26094,0.66
1000,3000,6.49
1000,500,7.03
1000,53400,1.98
1000,4600,5.52
1000,41300,10.83
1000,59900,1.69
1000,46590,0.42
1100,30040,5.16
1100,51200,3.9
1100,4100,15.23
1100,52140,3.11
1100,70020,1.74
1100,3600,342.12
1100,600,159.24
1100,21010,1.57
1100,46100,0.28
1100,46510,0.38
1100,50200,15.81
1100,42500,3.53
1100,3100,8.86
1100,52000,0.51
1100,20000,33.9
1100,1200,62.4
1100,40100,1.64
1100,21030,141.04
1100,2600,74.09
1100,45100,5.05
1100,21040,17.49
1100,40200,0.39
1100,40500,2.85
1100,21050,13.74
1100,1600,3.55
1100,53600,1.38
1100,21060,10.19
1100,1100,2282.24
1100,21070,6.1
1100,43600,1.49
1100,54200,5.39
1100,51800,12.36
1100,51300,0.36
1100,53400,4.23
1100,4700,25.17
1100,42000,4.5
1100,100,29.23
1100,42600,2.55
1100,45500,4.41
1100,60011,1.07
1100,60012,3.58
1100,60014,2.81
1100,60015,0.75
1100,46530,2.65
1100,4200,166.17
1100,60019,0.42
1100,42100,17.65
1100,60023,6.67
1100,46200,0.85
1100,60027,2.8
1100,60031,16.83
1100,3200,3.9
1100,60033,4.48
1100,95000,0.96
1100,45700,3.4
1100,60038,2.69
1100,30060,1.05
1100,16010,1.53
1100,2700,25.42
1100,60045,3.94
1100,45710,0.58
1100,45200,0.44
1100,5400,20.15
1100,60053,0.18
1100,60054,2.5
1100,60055,0.64
1100,2200,30.34
1100,53700,4.02
1100,45212,0.1
1100,45213,1.05
1100,60064,3.09
1100,60065,2.72
1100,1700,94.03
1100,30065,3.14
1100,60072,9.22
1100,21020,3.28
1100,45740,0.56
1100,52400,0.61
1100,51400,2.15
1100,5300,68.56
1100,3700,193.73
1100,60094,3.57
1100,4800,82.03
1100,45600,3.61
1100,60099,13.35
1100,200,7.07
1100,29900,0.29
1100,60024,0.12
1100,3800,5.82
1100,4900,7.33
1100,40400,1.12
1100,3300,10.83
1100,11500,2.7
1100,2800,14.71
1100,41000,12.78
1100,45300,27.27
1100,11000,9.17
1100,2300,9.45
1100,60032,0.27
1100,10500,0.44
1100,1800,36.07
1100,41410,0.32
1100,54100,0.6
1100,1300,67.38
1100,43800,8.72
1100,52100,24.08
1100,800,18.92
1100,43300,1.44
1100,51500,16.87
1100,4400,12.67
1100,5000,5.09
1100,30005,7.01
1100,2100,18.48
1100,30010,4.66
1100,3900,92.75
1100,30015,10.32
1100,43330,2.03
1100,46520,0.47
1100,30020,5.41
1100,3400,117.61
1100,30025,14.45
1100,53200,0.54
1100,30030,2.35
1100,50000,21.47
1100,2900,32.45
1100,45400,1.58
1100,50010,3.13
1100,30045,0.9
1100,2400,286.31
1100,51600,1.66
1100,30050,10.47
1100,1900,13.81
1100,71021,0.23
1100,52200,7.09
1100,41100,0.77
1100,50040,4.0
1100,70010,5.46
1100,5500,33.47
1100,40000,4.63
1100,900,50.47
1100,43400,11.12
1100,49900,2.09
1100,30090,1.95
1100,52110,4.09
1100,400,13.17
1100,15000,19.98
1100,4500,119.51
1100,60057,0.64
1100,26010,20.37
1100,51100,1.13
1100,4000,10.18
1100,54000,1.5
1100,52130,1.04
1100,46500,9.99
1100,25000,7.18
1100,3500,11.2
1100,26030,21.38
1100,46000,0.33
1100,50100,9.38
1100,52150,0.88
1100,41400,4.56
1100,51700,3.8
1100,26042,0.6
1100,26043,0.74
1100,26044,0.7
1100,60044,34.68
1100,2500,86.96
1100,26054,0.69
1100,26055,0.96
1100,45000,4.2
1100,26057,1.91
1100,26059,0.9
1100,26060,19.1
1100,46541,0.79
1100,46542,0.2
1100,46543,0.58
1100,2000,14.77
1100,43000,0.49
1100,46547,0.58
1100,26020,4.5
1100,1500,9.47
1100,5600,1.91
1100,1000,16.58
1100,53500,1.62
1100,26091,0.86
1100,5100,242.52
1100,26094,5.17
1100,3000,5.02
1100,500,10.07
1100,4600,3.51
1100,41300,14.1
1100,59900,3.35
1100,46590,0.59
1200,51200,36.7
1200,42500,80.43
1200,3500,168.0
1200,70020,14.42
1200,3600,15993.42
1200,600,2420.44
1200,21010,47.27
1200,46100,12.0
1200,46510,14.41
1200,50200,217.93
1200,4100,170.82
1200,3100,282.86
1200,43610,5.21
1200,52000,7.64
1200,20000,2879.37
1200,52400,6.41
1200,40100,21.45
1200,21030,422.9
1200,41000,506.3
1200,45100,44.03
1200,21040,629.16
1200,40200,14.36
1200,2100,1347.16
1200,21050,877.84
1200,40000,26.53
1200,53600,19.94
1200,21060,1060.5
1200,1100,569.33
1200,21070,268.88
1200,43600,85.12
1200,3000,91.28
1200,51800,485.5
1200,51300,48.22
1200,53400,144.14
1200,4700,1236.28
1200,42000,37.06
1200,100,2216.59
1200,4200,5601.04
1200,45500,237.02
1200,60011,7.4
1200,60012,94.86
1200,60014,82.17
1200,60015,10.3
1200,46530,126.39
1200,42600,41.73
1200,60019,15.58
1200,3700,1599.8
1200,60023,20.79
1200,54100,37.76
1200,60027,17.61
1200,60031,65.19
1200,3200,109.07
1200,60033,6.93
1200,95000,9.94
1200,45700,69.23
1200,60038,8.43
1200,30060,133.1
1200,16010,21.57
1200,2700,761.76
1200,60045,31.54
1200,45710,33.68
1200,45200,23.79
1200,5400,1083.77
1200,16020,8.55
1200,60053,1.46
1200,60054,15.46
1200,60055,8.89
1200,15000,1138.69
1200,53700,64.17
1200,45212,17.81
1200,45213,35.45
1200,60064,17.08
1200,60065,8.96
1200,41400,99.83
1200,1700,4257.43
1200,60072,3.48
1200,21020,157.78
1200,45740,94.12
1200,1200,64845.54
1200,51400,15.36
1200,5300,413.16
1200,42100,202.62
1200,60094,96.48
1200,4800,2012.33
1200,45600,124.74
1200,60099,52.21
1200,200,289.4
1200,46540,5.67
1200,29900,24.45
1200,46200,30.45
1200,50900,2.57
1200,3800,137.22
1200,4900,140.61
1200,40400,27.23
1200,3300,448.05
1200,11500,153.12
1200,2800,726.81
1200,2600,4056.95
1200,45300,938.38
1200,11000,3700.38
1200,2300,639.05
1200,60032,4.31
1200,10500,40.16
1200,60044,26.9
1200,1800,2371.0
1200,10000,3.97
1200,1300,3807.08
1200,43800,201.68
1200,52100,635.82
1200,10010,1.23
1200,800,487.51
1200,43300,114.88
1200,51500,737.4
1200,4400,727.16
1200,43400,359.7
1200,30005,459.43
1200,40500,47.68
1200,30010,81.94
1200,3900,5191.14
1200,30015,727.4
1200,5600,71.31
1200,43330,8.45
1200,46520,8.26
1200,30020,181.97
1200,3400,4883.21
1200,30025,2256.68
1200,53200,28.37
1200,30030,463.3
1200,50000,340.82
1200,2900,1074.59
1200,30040,299.81
1200,50010,47.52
1200,30045,20.7
1200,2400,1441.92
1200,51600,10.59
1200,30050,844.78
1200,60024,1.17
1200,1900,616.74
1200,71021,4.02
1200,71023,1.08
1200,30065,900.87
1200,41100,80.51
1200,50040,77.86
1200,70010,49.19
1200,5500,1210.01
1200,1600,88.74
1200,71042,9.47
1200,900,1867.49
1200,5000,257.94
1200,49900,30.42
1200,30090,25.99
1200,52110,74.59
1200,400,264.33
1200,2200,823.37
1200,4500,1021.2
1200,52200,86.98
1200,60057,11.67
1200,26010,1027.17
1200,51100,43.16
1200,4000,469.5
1200,54000,34.02
1200,52130,18.18
1200,26020,2768.57
1200,25000,8106.97
1200,54400,1.43
1200,52140,125.83
1200,26030,1914.46
1200,46000,13.46
1200,50100,206.73
1200,52150,9.3
1200,54200,82.31
1200,51700,122.73
1200,26042,31.85
1200,26043,194.6
1200,26044,46.31
1200,41410,11.39
1200,2500,3595.29
1200,26054,49.95
1200,26055,26.07
1200,45000,48.35
1200,26057,26.82
1200,26058,28.63
1200,26059,20.23
1200,26060,392.75
1200,46541,4.61
1200,46542,3.17
1200,46543,8.93
1200,2000,440.22
1200,43000,59.56
1200,46547,15.45
1200,46500,182.13
1200,1500,227.64
1200,45400,103.6
1200,1000,253.04
1200,53500,33.38
1200,26091,66.06
1200,5100,1801.74
1200,26094,62.82
1200,500,399.04
1200,4600,147.15
1200,41300,301.56
1200,59900,58.68
1200,46590,18.43
1300,51200,25.77
1300,4100,95.68
1300,52140,79.06
1300,70020,4.34
1300,3600,2963.84
1300,51800,340.94
1300,21010,6.64
1300,46100,3.93
1300,46510,4.94
1300,50200,449.48
1300,42500,25.25
1300,21020,19.84
1300,43610,0.32
1300,52000,10.9
1300,20000,2854.34
1300,52400,8.85
1300,40100,6.33
1300,21030,252.43
1300,2600,1158.09
1300,45100,19.69
1300,21040,297.17
1300,40200,2.1
1300,54200,24.47
1300,2100,578.38
1300,21050,160.91
1300,1600,42.91
1300,53600,5.4
1300,21060,26.43
1300,1100,249.88
1300,21070,76.11
1300,43600,8.37
1300,41400,13.3
1300,600,1577.19
1300,100,2352.55
1300,53400,20.26
1300,4700,1904.3
1300,42000,17.3
1300,51300,51.42
1300,4200,1198.08
1300,26044,18.56
1300,60011,2.87
1300,60012,13.52
1300,60014,8.37
1300,60015,10.07
1300,42600,8.93
1300,60019,5.35
1300,3700,1475.86
1300,60023,57.0
1300,60024,15.26
1300,60027,44.44
1300,60031,175.76
1300,3200,52.24
1300,60033,16.05
1300,95000,8.21
1300,45700,7.81
1300,60038,37.95
1300,30060,18.77
1300,16010,14.79
1300,2700,196.71
1300,60045,38.08
1300,45710,5.56
1300,45200,3.34
1300,43800,32.83
1300,16020,2.98
1300,60053,24.6
1300,60054,5.46
1300,60055,8.49
1300,2200,861.6
1300,53700,20.78
1300,41410,3.24
1300,45213,7.67
1300,60064,12.67
1300,60065,11.48
1300,1700,1398.23
1300,60072,21.57
1300,3100,137.96
1300,45740,60.73
1300,1200,3600.05
1300,51400,18.53
1300,5300,216.93
1300,42100,46.0
1300,60094,50.73
1300,4800,1257.97
1300,45600,56.07
1300,60099,78.99
1300,200,139.74
1300,46540,0.06
1300,29900,4.84
1300,46200,8.69
1300,50900,1.89
1300,3800,42.1
1300,4900,84.25
1300,53200,18.08
1300,3300,75.39
1300,11500,70.54
1300,2800,677.34
1300,41000,125.43
1300,45300,482.6
1300,11000,223.39
1300,2300,155.54
1300,60032,10.61
1300,10500,18.99
1300,60044,105.28
1300,1800,698.05
1300,10000,5.3
1300,54100,8.26
1300,1300,53120.92
1300,5400,295.29
1300,52100,582.14
1300,10010,0.76
1300,800,201.06
1300,43300,11.71
1300,51500,165.61
1300,4400,99.79
1300,5000,38.06
1300,30005,27.48
1300,40500,12.36
1300,30010,3.68
1300,3900,1496.95
1300,30015,120.42
1300,43330,1.02
1300,46520,8.52
1300,30020,21.22
1300,3400,1043.84
1300,30025,196.99
1300,30030,31.17
1300,50000,237.0
1300,41300,83.7
1300,30040,72.04
1300,50010,20.42
1300,30045,2.02
1300,2400,476.84
1300,51600,4.19
1300,30050,73.0
1300,1900,221.47
1300,71021,2.81
1300,71023,0.21
1300,30065,50.34
1300,41100,14.8
1300,50040,60.26
1300,70010,18.99
1300,5500,298.8
1300,40000,8.12
1300,71042,0.99
1300,900,341.41
1300,43400,45.98
1300,49900,2.01
1300,30090,9.96
1300,45400,8.34
1300,52110,61.63
1300,400,155.96
1300,15000,181.25
1300,4500,1437.2
1300,52200,71.63
1300,60057,8.67
1300,26010,74.64
1300,51100,30.15
1300,4000,260.12
1300,54000,6.7
1300,52130,11.76
1300,46500,67.56
1300,25000,100.77
1300,45212,2.58
1300,54400,2.59
1300,3500,99.59
1300,26030,359.42
1300,46000,0.58
1300,50100,118.52
1300,52150,4.27
1300,3000,36.17
1300,500,286.74
1300,26042,11.31
1300,26043,20.66
1300,45500,33.26
1300,46530,50.62
1300,2500,534.25
1300,26054,8.75
1300,26055,5.33
1300,45000,13.11
1300,26057,6.72
1300,26058,6.96
1300,26059,6.42
1300,26060,70.97
1300,46541,1.94
1300,46542,1.99
1300,46543,4.04
1300,2000,232.57
1300,43000,12.31
1300,46547,10.15
1300,26020,132.12
1300,1500,117.4
1300,5600,29.74
1300,1000,80.45
1300,53500,11.84
1300,26091,14.36
1300,5100,966.1
1300,26094,16.68
1300,51700,57.61
1300,40400,2.82
1300,4600,50.49
1300,2900,494.08
1300,59900,19.13
1300,46590,6.13
1500,51200,15.92
1500,4100,73.78
1500,52140,0.53
1500,3600,182.6
1500,51800,93.97
1500,46510,1.32
1500,50200,179.7
1500,42500,5.08
1500,3100,23.9
1500,20000,65.03
1500,40100,2.28
1500,21030,6.07
1500,2600,99.34
1500,45100,3.08
1500,21040,4.27
1500,40200,0.27
1500,54200,1.41
1500,2100,26.84
1500,21050,2.81
1500,1600,23.08
1500,53600,0.21
1500,21060,0.7
1500,1100,17.98
1500,21070,4.23
1500,43600,1.81
1500,3000,20.07
1500,600,867.61
1500,51300,12.96
1500,53400,3.75
1500,4700,22.93
1500,42000,0.77
1500,100,27.93
1500,4200,103.24
1500,26044,0.23
1500,60011,0.19
1500,60012,1.46
1500,95000,70.36
1500,60015,0.36
1500,46530,2.16
1500,42600,5.16
1500,60019,0.17
1500,3700,50.91
1500,54100,0.08
1500,60027,1.12
1500,60031,0.29
1500,3200,30.12
1500,60033,0.54
1500,45700,0.98
1500,60038,0.91
1500,30060,0.31
1500,16010,0.15
1500,2700,61.45
1500,60045,0.71
1500,45710,0.28
1500,45200,1.56
1500,43800,4.36
1500,16020,0.23
1500,60014,0.72
1500,60054,0.32
1500,60055,0.24
1500,15000,53.58
1500,60057,0.16
1500,45212,0.12
1500,45213,2.73
1500,60064,1.17
1500,60065,0.47
1500,1700,125.01
1500,30065,1.54
1500,60072,0.1
1500,21020,0.06
1500,45740,0.75
1500,1200,80.79
1500,51400,4.43
1500,5300,159.58
1500,42100,11.25
1500,60094,2.94
1500,4800,161.35
1500,45600,2.68
1500,60099,0.82
1500,200,40.02
1500,46540,0.51
1500,29900,0.13
1500,46200,0.36
1500,50900,4.6
1500,3800,15.5
1500,43300,1.69
1500,40400,2.21
1500,3300,11.92
1500,11500,2.37
1500,2800,17.39
1500,41000,19.7
1500,45300,48.09
1500,11000,17.91
1500,2300,17.19
1500,54400,0.5
1500,10500,40.37
1500,1800,46.6
1500,10000,74.85
1500,1300,64.57
1500,5400,14.43
1500,70020,12.17
1500,10010,24.67
1500,800,65.66
1500,4900,40.66
1500,51500,1132.83
1500,4400,17.51
1500,5000,9.44
1500,30005,3.37
1500,40500,1.65
1500,30010,0.26
1500,3900,91.46
1500,30015,11.5
1500,46520,0.43
1500,30020,2.83
1500,3400,69.97
1500,30025,2.97
1500,53200,0.57
1500,30030,1.46
1500,50000,168.85
1500,2900,43.53
1500,30040,0.67
1500,50010,35.35
1500,30045,0.31
1500,2400,49.07
1500,51600,3.02
1500,30050,7.13
1500,1900,33.55
1500,71021,4.91
1500,71023,29.44
1500,1000,9.66
1500,41100,1.99
1500,50040,36.23
1500,70010,13.97
1500,5500,50.37
1500,40000,1.4
1500,71042,112.12
1500,900,31.84
1500,43400,7.21
1500,49900,0.52
1500,30090,0.36
1500,45400,2.26
1500,52110,0.34
1500,400,48.37
1500,2200,36.4
1500,4500,29.21
1500,26010,3.27
1500,51100,3.46
1500,4000,31.77
1500,54000,0.58
1500,52130,0.69
1500,26020,2.76
1500,25000,2.75
1500,3500,20.11
1500,26030,2.79
1500,46000,0.34
1500,50100,283.5
1500,52150,1.92
1500,41400,3.52
1500,51700,20.33
1500,26043,0.72
1500,45500,6.07
1500,60044,1.13
1500,2500,77.48
1500,45000,3.6
1500,26057,0.19
1500,26058,0.17
1500,26059,0.22
1500,26060,3.4
1500,46543,0.97
1500,2000,38.81
1500,46547,0.13
1500,46500,5.46
1500,52100,7.46
1500,1500,7379.76
1500,5600,6.69
1500,52200,2.91
1500,53500,0.9
1500,26091,0.21
1500,5100,70.71
1500,26094,1.71
1500,500,20.89
1500,4600,16.17
1500,41300,11.11
1500,59900,1.73
1500,60032,0.38
1600,51200,1.21
1600,4100,537.52
1600,3600,136.31
1600,51800,12.26
1600,21010,0.07
1600,46100,0.64
1600,46510,0.4
1600,50200,19.64
1600,42500,6.19
1600,3100,120.2
1600,43610,1.11
1600,30040,0.37
1600,52000,3.93
1600,20000,500.82
1600,52400,4.75
1600,21030,9.29
1600,2600,134.26
1600,45100,0.31
1600,21040,3.52
1600,40200,0.57
1600,54200,1.18
1600,40500,2.54
1600,21050,2.12
1600,1600,7172.13
1600,53600,0.25
1600,21060,1.14
1600,1100,11.32
1600,21070,4.14
1600,43600,2.6
1600,41400,2.49
1600,600,1693.33
1600,51300,7.59
1600,53400,0.51
1600,4700,28.72
1600,42000,0.9
1600,100,25.98
1600,4200,118.35
1600,26020,0.7
1600,60012,0.14
1600,60014,1.23
1600,60015,0.92
1600,42600,3.1
1600,3700,36.9
1600,60027,0.2
1600,3200,160.39
1600,95000,4.92
1600,45700,3.43
1600,60038,1.78
1600,30060,0.57
1600,16010,0.18
1600,2700,114.2
1600,46530,6.09
1600,45710,0.91
1600,45200,0.66
1600,43800,8.54
1600,60053,1.66
1600,60054,0.55
1600,60055,0.13
1600,15000,63.89
1600,60057,0.45
1600,45213,1.06
1600,60064,2.08
1600,60065,0.05
1600,1700,161.2
1600,30065,1.76
1600,53200,0.84
1600,21020,1.15
1600,45740,17.33
1600,1200,79.47
1600,51400,1.29
1600,5300,808.14
1600,42100,5.98
1600,60094,2.54
1600,4800,239.27
1600,45600,5.33
1600,60099,4.1
1600,200,60.42
1600,50900,0.11
1600,3800,85.57
1600,43300,1.14
1600,2000,110.43
1600,3300,10.56
1600,49900,0.68
1600,2800,17.68
1600,41000,25.64
1600,45300,60.26
1600,11000,11.37
1600,2300,15.27
1600,10500,4.16
1600,60044,1.83
1600,1800,67.73
1600,10000,0.22
1600,1300,32.48
1600,5400,15.24
1600,900,24.07
1600,10010,0.56
1600,800,194.5
1600,4900,673.99
1600,51500,16.69
1600,4400,5.58
1600,5000,7.51
1600,30005,2.36
1600,2100,26.74
1600,30010,1.27
1600,3900,116.09
1600,30015,4.62
1600,46520,1.52
1600,30020,2.56
1600,3400,55.87
1600,41100,1.54
1600,30030,1.09
1600,60045,2.55
1600,50000,17.87
1600,2900,105.78
1600,45400,3.48
1600,50010,2.26
1600,2400,33.58
1600,51600,2.17
1600,30050,13.08
1600,1900,96.0
1600,71021,0.46
1600,1000,5.81
1600,50040,3.18
1600,70010,5.19
1600,5500,89.15
1600,40000,1.33
1600,71042,1.74
1600,70020,2.48
1600,43400,6.37
1600,11500,0.56
1600,52110,0.05
1600,400,169.93
1600,2200,32.05
1600,4500,19.48
1600,26010,1.24
1600,51100,0.59
1600,4000,83.24
1600,54000,1.65
1600,52130,2.57
1600,46500,12.07
1600,25000,1.5
1600,3500,61.78
1600,26030,0.92
1600,50100,26.35
1600,30025,2.57
1600,3000,263.37
1600,51700,7.75
1600,45500,2.02
1600,41410,0.45
1600,2500,52.64
1600,45000,6.43
1600,26060,0.12
1600,46541,0.73
1600,46542,0.19
1600,46543,2.03
1600,40400,0.9
1600,46547,11.0
1600,40100,0.48
1600,52100,14.46
1600,1500,37.47
1600,5600,128.24
1600,52200,2.28
1600,53500,0.78
1600,26091,0.48
1600,5100,48.56
1600,26094,0.68
1600,500,42.51
1600,4600,78.02
1600,41300,13.32
1600,59900,5.09
1600,46590,1.7
1700,51200,16.11
1700,4100,84.89
1700,3500,88.46
1700,70020,7.47
1700,3600,1041.76
1700,600,1314.91
1700,21010,39.39
1700,46100,20.25
1700,26030,73.35
1700,50200,486.58
1700,42500,32.08
1700,3100,227.68
1700,43610,1.85
1700,30040,6.14
1700,41410,7.34
1700,20000,7101.01
1700,52400,17.01
1700,40100,4.62
1700,21030,103.7
1700,2600,1494.34
1700,45100,116.38
1700,21040,222.56
1700,40200,0.96
1700,2100,549.92
1700,21050,80.69
1700,1600,53.19
1700,53600,12.51
1700,21060,20.05
1700,1100,95.23
1700,21070,24.36
1700,43600,3.48
1700,54200,38.29
1700,51800,188.51
1700,51300,41.86
1700,53400,70.48
1700,4700,617.62
1700,42000,15.87
1700,100,458.02
1700,42600,14.87
1700,26044,1.94
1700,60011,5.35
1700,60012,45.54
1700,60014,21.29
1700,60015,8.7
1700,4200,719.29
1700,60019,7.53
1700,3700,244.07
1700,60023,62.48
1700,46200,138.74
1700,60027,10.55
1700,60031,107.07
1700,3200,53.25
1700,60033,5.66
1700,95000,4.77
1700,45700,135.98
1700,60038,34.39
1700,30060,8.7
1700,16010,1.92
1700,41100,20.29
1700,60045,21.14
1700,45710,35.69
1700,45200,14.83
1700,43800,31.65
1700,16020,0.17
1700,60053,6.77
1700,60054,6.12
1700,60055,5.35
1700,2200,317.03
1700,60057,4.14
1700,45212,20.96
1700,45213,25.86
1700,60064,10.14
1700,60065,3.99
1700,1700,85324.94
1700,30065,27.95
1700,60072,7.53
1700,21020,12.19
1700,45740,100.08
1700,1200,518.22
1700,51400,16.51
1700,5300,196.14
1700,42100,59.1
1700,60094,26.72
1700,4800,970.74
1700,45600,179.19
1700,2700,541.36
1700,60099,60.34
1700,200,123.46
1700,46540,6.43
1700,29900,4.91
1700,52000,8.42
1700,60024,0.9
1700,50900,16.69
1700,3800,93.78
1700,4900,84.23
1700,2000,272.99
1700,3300,41.72
1700,49900,25.24
1700,2800,1507.81
1700,41000,127.14
1700,45300,402.13
1700,11000,539.13
1700,53500,70.7
1700,54400,10.55
1700,10500,14.56
1700,60044,28.11
1700,1800,1969.67
1700,10000,1.34
1700,54100,43.8
1700,1300,320.66
1700,5400,156.96
1700,52100,1309.96
1700,10010,0.76
1700,800,246.61
1700,43300,161.67
1700,51500,847.32
1700,4400,47.55
1700,43400,252.69
1700,30005,39.03
1700,40500,17.21
1700,30010,16.61
1700,3900,1096.47
1700,30015,47.46
1700,43330,28.8
1700,46520,14.86
1700,30020,25.54
1700,3400,388.76
1700,30025,154.08
1700,30030,179.99
1700,50000,574.96
1700,2900,2259.02
1700,45400,30.73
1700,50010,59.48
1700,30045,6.41
1700,2400,188.04
1700,51600,13.41
1700,30050,76.39
1700,1900,1393.74
1700,71021,0.49
1700,52200,60.65
1700,50040,95.56
1700,70010,29.99
1700,5500,1602.22
1700,40000,6.84
1700,900,158.92
1700,5000,19.84
1700,11500,5.39
1700,30090,11.4
1700,53700,47.84
1700,52110,32.52
1700,400,183.82
1700,15000,207.69
1700,4500,134.93
1700,26010,31.48
1700,51100,26.29
1700,4000,218.79
1700,54000,18.98
1700,52130,18.71
1700,46500,176.96
1700,25000,89.13
1700,52140,214.53
1700,46510,47.07
1700,46000,4.66
1700,50100,131.45
1700,52150,9.98
1700,41400,98.84
1700,51700,66.38
1700,26042,1.62
1700,26043,4.27
1700,45500,1512.97
1700,46530,213.71
1700,2500,299.74
1700,26054,3.54
1700,26055,0.84
1700,45000,31.99
1700,26057,0.14
1700,26058,1.56
1700,26059,0.73
1700,26060,15.52
1700,46541,6.14
1700,46542,2.28
1700,46543,8.56
1700,53200,118.06
1700,43000,41.33
1700,46547,13.2
1700,26020,44.57
1700,1500,72.22
1700,5600,39.69
1700,1000,38.68
1700,2300,101.64
1700,26091,2.2
1700,5100,315.61
1700,26094,1.09
1700,3000,56.46
1700,500,567.62
1700,40400,8.73
1700,4600,106.23
1700,41300,79.77
1700,59900,87.29
1700,60032,2.78
1700,46590,24.66
1800,51200,8.13
1800,42500,15.4
1800,52140,22.13
1800,70020,3.25
1800,3600,498.22
1800,600,811.54
1800,21010,1.68
1800,46100,4.25
1800,46510,1.77
1800,50200,73.74
1800,4100,50.96
1800,3100,83.24
1800,43610,0.25
1800,30040,3.86
1800,41410,0.3
1800,20000,1119.62
1800,52400,4.09
1800,40100,1.12
1800,21030,41.26
1800,2600,1254.29
1800,45100,3.85
1800,21040,48.22
1800,40200,0.93
1800,40500,4.37
1800,21050,51.38
1800,60014,2.47
1800,1600,41.28
1800,53600,3.29
1800,21060,11.12
1800,1100,41.88
1800,21070,13.09
1800,43600,1.03
1800,3000,28.91
1800,51800,47.89
1800,51300,6.87
1800,53400,4.21
1800,4700,503.14
1800,42000,1.66
1800,100,268.64
1800,4200,526.14
1800,26044,0.66
1800,60011,1.25
1800,60012,11.21
1800,95000,1.53
1800,60015,4.43
1800,42600,2.19
1800,60019,2.12
1800,3700,190.44
1800,60023,4.51
1800,46200,5.73
1800,60027,6.78
1800,60031,28.06
1800,3200,30.77
1800,60033,0.87
1800,45700,20.87
1800,60038,14.7
1800,30060,0.12
1800,16010,1.9
1800,2700,182.82
1800,60045,16.69
1800,45710,9.9
1800,45200,3.66
1800,5400,207.84
1800,60053,6.91
1800,60054,2.41
1800,60055,1.23
1800,2200,129.37
1800,53700,5.58
1800,45212,2.76
1800,45213,1.53
1800,60064,5.46
1800,60065,5.72
1800,41400,5.5
1800,1700,3473.67
1800,30065,14.55
1800,60072,0.44
1800,21020,3.66
1800,45740,20.62
1800,1200,397.97
1800,51400,10.52
1800,5300,114.23
1800,42100,18.46
1800,60094,11.13
1800,4800,551.72
1800,800,136.19
1800,60099,15.01
1800,200,64.4
1800,29900,0.04
1800,40400,1.91
1800,60024,2.41
1800,50900,0.55
1800,3800,43.84
1800,4900,51.02
1800,53200,9.37
1800,3300,23.84
1800,49900,2.19
1800,2800,314.85
1800,41000,54.19
1800,45300,174.34
1800,11000,75.93
1800,2300,41.66
1800,60032,3.05
1800,10500,5.95
1800,1800,44058.95
1800,10000,0.49
1800,54100,4.78
1800,1300,196.12
1800,43800,9.72
1800,52100,192.33
1800,10010,0.65
1800,52000,1.8
1800,43300,16.77
1800,51500,85.42
1800,4400,28.54
1800,43400,23.83
1800,30005,7.46
1800,2100,2245.48
1800,30010,3.74
1800,3900,2046.98
1800,30015,15.14
1800,43330,22.17
1800,46520,1.03
1800,30020,4.33
1800,3400,176.01
1800,60044,8.86
1800,30030,6.59
1800,50000,156.22
1800,2900,393.55
1800,45600,13.24
1800,45400,6.53
1800,50010,5.42
1800,30045,1.1
1800,2400,110.1
1800,51600,1.66
1800,30050,18.22
1800,1900,224.89
1800,71021,0.21
1800,52200,11.05
1800,41100,9.94
1800,50040,30.32
1800,70010,8.78
1800,5500,333.19
1800,40000,3.38
1800,900,78.85
1800,5000,19.37
1800,11500,2.66
1800,30090,1.34
1800,52110,7.01
1800,400,115.39
1800,15000,86.73
1800,4500,97.42
1800,60057,4.96
1800,26010,13.52
1800,51100,6.47
1800,4000,108.31
1800,54000,11.73
1800,52130,44.88
1800,46500,37.99
1800,25000,14.47
1800,54400,0.99
1800,3500,48.86
1800,26030,15.76
1800,46000,0.75
1800,50100,59.49
1800,52150,3.88
1800,30025,17.91
1800,54200,8.78
1800,51700,19.55
1800,26043,2.24
1800,45500,25.51
1800,46530,18.36
1800,2500,149.02
1800,26054,1.1
1800,26055,1.4
1800,45000,7.16
1800,26058,1.0
1800,26059,0.99
1800,26060,9.81
1800,46541,0.4
1800,46542,0.05
1800,46543,3.27
1800,2000,149.52
1800,4600,47.52
1800,46547,5.07
1800,26020,11.52
1800,1500,51.34
1800,5600,21.98
1800,1000,24.33
1800,53500,9.21
1800,26091,4.44
1800,5100,282.6
1800,26094,0.65
1800,500,204.02
1800,43000,1.54
1800,41300,22.0
1800,59900,9.55
1800,46590,2.18
1900,30040,1.32
1900,51200,1.47
1900,4100,43.74
1900,52140,3.64
1900,70020,1.32
1900,3600,137.31
1900,600,491.95
1900,21010,0.25
1900,46100,1.16
1900,26030,1.06
1900,50200,65.0
1900,42500,7.39
1900,3100,827.8
1900,41410,0.7
1900,20000,428.79
1900,1200,81.9
1900,40100,0.03
1900,21030,27.76
1900,2600,171.04
1900,45100,2.26
1900,43800,2.83
1900,21040,46.81
1900,40200,0.56
1900,54200,9.35
1900,2100,48.21
1900,21050,6.08
1900,1600,21.99
1900,53600,1.27
1900,21060,4.03
1900,1100,12.6
1900,21070,4.56
1900,43600,0.19
1900,3000,28.24
1900,51800,77.3
